RequestID,OrganisationEntered,DepartmentID,RequestType,RequestedDateText,CompletedDateText,CostGBP,Channel
CH-02-00568,Northwind Digital 016,D106,Delivery enquiry,09/02/2026,21/02/2026,687.10,Email
CH-02-00569,Adventure Works Research 023,D062,Warranty claim,26/02/2026,01/03/2026,656.90,Email
CH-02-00570,Fabrikam Logistics 030,D060,Product return,04/02/2026,14/02/2026,301.30,Phone
CH-02-00571,Contoso Analytcs 037,D039,Product return,01/02/2026,,403.40,Web
CH-02-00572,Northwind Services 044,D031,Account access,02/02/2026,04/02/2026,195.10,Email
CH-02-00573,Adventure Works Retail 051,D014,Warranty claim,19/02/2026,24/02/2026,238.30,Web
CH-02-00574,Fabrikam Digital 058,D047,Delivery enquiry,13/02/2026,21/02/2026,53.10,Email
CH-02-00575,Contoso Research 065,D086,Delivery enquiry,12/02/2026,18/02/2026,509.10,Web
CH-02-00576,Northwind Logistics 072,D105,Delivery enquiry,01/02/2026,03/02/2026,360.50,Email
CH-02-00577,Adventure Works Analytics 079,D059,Warranty claim,11/02/2026,22/02/2026,567.50,Phone
CH-02-00578,Fabrikam Services 086,D036,Warranty claim,23/02/2026,03/03/2026,195.70,Web
CH-02-00579,Contoso Retail 093,D004,Delivery enquiry,18/02/2026,28/02/2026,131.60,Email
CH-02-00580,Northwind Digital 100,D022,Delivery enquiry,23/02/2026,03/03/2026,489.40,Web
CH-02-00581,Adventure Works Research 107,D100,Warranty claim,25/02/2026,03/03/2026,825.90,Email
CH-02-00582,Fabrikam Logistics 114,D078,Technical support,28/02/2026,11/03/2026,126.50,Web
CH-02-00583,Contoso Analytics 121,D074,Product return,01/02/2026,12/02/2026,214.00,Phone
CH-02-00584,Northwind Services 128,D090,Product return,06/02/2026,07/02/2026,651.60,Email
CH-02-00585,Adventure Works Retail 135,D098,Product return,18/02/2026,27/02/2026,520.40,Phone
CH-02-00586,Fabrikam Digitl 142,D093,Warranty claim,02/02/2026,14/02/2026,298.70,Email
CH-02-00587,Contoso Research 149,D104,Technical support,18/02/2026,26/02/2026,682.60,Phone
CH-02-00588,Northwind Logistics 156,D050,Account access,11/02/2026,13/02/2026,273.80,Phone
CH-02-00589,Adventure Works Analytics 163,D079,Technical support,02/02/2026,07/02/2026,230.90,Phone
CH-02-00590,Unregistered Partner 80,D097,Technical support,27/02/2026,,273.80,Email
CH-02-00591,Contoso Retial 177,D054,Warranty claim,27/02/2026,06/03/2026,303.10,Email
CH-02-00592,Northwind Digital 184,D058,Product return,05/02/2026,15/02/2026,749.60,Phone
CH-02-00593,Adventure Works Research 191,D065,Product return,01/02/2026,13/02/2026,600.70,Email
CH-02-00594,Fabrikam Logistics 198,D111,Technical support,25/02/2026,27/02/2026,268.50,Phone
CH-02-00595,Contoso Analytics 205,D108,Delivery enquiry,17/02/2026,19/02/2026,784.90,Web
CH-02-00596,Northwind Srvcs 212,D051,Delivery enquiry,23/02/2026,01/03/2026,475.50,Phone
CH-02-00597,Adventure Works Retail 219,D108,Account access,13/02/2026,18/02/2026,512.10,Phone
CH-02-00598,Contoso Oxford Traders,D022,Product return,20/02/2026,21/02/2026,263.30,Email
CH-02-00599,Contoso Analytics 013,D007,Delivery enquiry,09/02/2026,17/02/2026,643.50,Web
CH-02-00600,Northwind Services 020,D028,Delivery enquiry,11/02/2026,12/02/2026,333.40,Email
CH-02-00601,Adventure Works Retial 027,D069,Warranty claim,13/02/2026,19/02/2026,81.10,Phone
CH-02-00602,Fabrikam Digital 034,D090,Product return,03/02/2026,08/02/2026,206.90,Phone
CH-02-00603,Contoso Research 041,D024,Warranty claim,15/02/2026,23/02/2026,38.70,Web
CH-02-00604,Northwind Logistics 048,D037,Product return,23/02/2026,01/03/2026,693.60,Email
CH-02-00605,Adventure Works Analytics 055,D093,Product return,05/02/2026,08/02/2026,295.20,Phone
CH-02-00606,Fabrikam Srvcs 062,D108,Product return,14/02/2026,19/02/2026,674.30,Web
CH-02-00607,Contoso Retail 069,D029,Product return,26/02/2026,28/02/2026,755.80,Web
CH-02-00608,Northwind Digital 076,D061,Product return,14/02/2026,22/02/2026,786.30,Phone
CH-02-00609,Adventure Works Research 083,D033,Account access,17/02/2026,,254.00,Email
CH-02-00610,Fabrikam Logistics 090,D001,Product return,23/02/2026,02/03/2026,695.40,Web
CH-02-00611,Contoso Analytcs 097,D053,Delivery enquiry,28/02/2026,07/03/2026,717.20,Phone
CH-02-00612,Northwind Services 104,D078,Account access,02/02/2026,14/02/2026,268.60,Email
CH-02-00613,Adventure Works Retail 111,D057,Product return,09/02/2026,11/02/2026,562.40,Email
CH-02-00614,Fabrikam Digital 118,D080,Product return,19/02/2026,27/02/2026,665.40,Email
CH-02-00615,Contoso Research 125,D008,Product return,25/02/2026,28/02/2026,733.80,Phone
CH-02-00616,Northwind Logistics 132,D081,Account access,11/02/2026,23/02/2026,499.70,Phone
CH-02-00617,Adventure Works Analytics 139,D020,Product return,08/02/2026,15/02/2026,388.20,Email
CH-02-00618,Fabrikam Services 146,D076,Technical support,23/02/2026,01/03/2026,272.00,Phone
CH-02-00619,Contoso Retail 153,D040,Warranty claim,01/02/2026,05/02/2026,337.60,Email
CH-02-00620,Northwind Digital 160,D090,Warranty claim,25/02/2026,06/03/2026,822.80,Email
CH-02-00621,Unregistered Partner 77,D100,Warranty claim,27/02/2026,11/03/2026,278.00,Web
CH-02-00622,Fabrikam Logistics 174,D070,Delivery enquiry,05/02/2026,07/02/2026,80.50,Web
CH-02-00623,Contoso Analytics 181,D039,Delivery enquiry,07/02/2026,19/02/2026,133.40,Web
CH-02-00624,Northwind Services 188,D031,Warranty claim,02/02/2026,07/02/2026,640.20,Web
CH-02-00625,Adventure Works Retail 195,D017,Technical support,11/02/2026,20/02/2026,95.10,Email
CH-02-00626,Fabrikam Digitl 202,D018,Warranty claim,17/02/2026,20/02/2026,592.70,Email
CH-02-00627,Contoso Research 209,D012,Technical support,16/02/2026,22/02/2026,25.20,Email
CH-02-00628,Northwind Logistics 216,D039,Account access,02/02/2026,,308.10,Web
CH-02-00629,Imperial College London,D081,Delivery enquiry,10/02/2026,13/02/2026,161.10,Web
CH-02-00630,Fabrikam Digital 010,D047,Account access,08/02/2026,19/02/2026,460.40,Email
CH-02-00631,Contoso Research 017,D004,Product return,17/02/2026,22/02/2026,641.10,Email
CH-02-00632,Northwind Logistics 024,D021,Product return,10/02/2026,17/02/2026,662.60,Email
CH-02-00633,Adventure Works Analytics 031,D013,Product return,03/02/2026,14/02/2026,247.90,Web
CH-02-00634,Fabrikam Services 038,D074,Product return,25/02/2026,02/03/2026,142.90,Email
CH-02-00635,Contoso Retail 045,D079,Product return,19/02/2026,26/02/2026,448.80,Web
CH-02-00636,Northwind Digitl 052,D029,Technical support,02/02/2026,03/02/2026,44.90,Email
CH-02-00637,Adventure Works Research 059,D037,Account access,14/02/2026,20/02/2026,493.60,Email
CH-02-00638,Fabrikam Logistics 066,D013,Delivery enquiry,16/02/2026,18/02/2026,724.10,Web
CH-02-00639,Contoso Analytics 073,D091,Delivery enquiry,01/02/2026,06/02/2026,183.00,Phone
CH-02-00640,Northwind Services 080,D084,Account access,08/02/2026,10/02/2026,322.20,Phone
CH-02-00641,Adventure Works Retial 087,D006,Product return,14/02/2026,16/02/2026,781.90,Web
CH-02-00642,Fabrikam Digital 094,D078,Product return,14/02/2026,26/02/2026,381.20,Phone
CH-02-00643,Contoso Research 101,D073,Product return,01/02/2026,03/02/2026,707.80,Email
CH-02-00644,Northwind Logistics 108,D068,Warranty claim,06/02/2026,14/02/2026,106.40,Email
CH-02-00645,Adventure Works Analytics 115,D023,Account access,27/02/2026,03/03/2026,469.20,Web
CH-02-00646,Fabrikam Srvcs 122,D012,Account access,01/02/2026,05/02/2026,585.10,Email
CH-02-00647,Contoso Retail 129,D002,Warranty claim,07/02/2026,,195.70,Phone
CH-02-00648,Northwind Digital 136,D007,Product return,13/02/2026,20/02/2026,810.90,Email
CH-02-00649,Adventure Works Research 143,D101,Product return,28/02/2026,06/03/2026,403.30,Web
CH-02-00650,Fabrikam Logistics 150,D064,Account access,17/02/2026,23/02/2026,587.90,Email
CH-02-00651,Contoso Analytcs 157,D091,Warranty claim,22/02/2026,24/02/2026,156.30,Phone
CH-02-00652,Unregistered Partner 74,D030,Product return,08/02/2026,16/02/2026,520.90,Web
CH-02-00653,Adventure Works Retail 171,D098,Warranty claim,23/02/2026,24/02/2026,544.70,Phone
CH-02-00654,Fabrikam Digital 178,D042,Warranty claim,16/02/2026,21/02/2026,370.10,Email
CH-02-00655,Contoso Research 185,D014,Product return,06/02/2026,15/02/2026,371.10,Email
CH-02-00656,Northwind Logistics 192,D059,Technical support,27/02/2026,11/03/2026,42.30,Email
CH-02-00657,Adventure Works Analytics 199,D065,Delivery enquiry,13/02/2026,24/02/2026,744.90,Email
CH-02-00658,Fabrikam Services 206,D068,Technical support,27/02/2026,09/03/2026,827.10,Email
CH-02-00659,Contoso Retail 213,D089,Account access,27/02/2026,02/03/2026,187.30,Phone
CH-02-00660,Northwind Digital 220,D042,Product return,18/02/2026,20/02/2026,549.30,Web
CH-02-00661,Fabrikam Retial Group,D021,Technical support,19/02/2026,01/03/2026,553.10,Web
CH-02-00662,Fabrikam Services 014,D105,Product return,06/02/2026,08/02/2026,110.40,Phone
CH-02-00663,Contoso Retail 021,D076,Technical support,21/02/2026,05/03/2026,601.00,Web
CH-02-00664,Northwind Digital 028,D013,Technical support,02/02/2026,05/02/2026,453.80,Email
CH-02-00665,Adventure Works Research 035,D053,Product return,27/02/2026,02/03/2026,460.70,Web
CH-02-00666,Fabrikam Logistics 042,D070,Delivery enquiry,11/02/2026,,755.00,Email
CH-02-00667,Contoso Analytics 049,D043,Technical support,21/02/2026,24/02/2026,73.30,Email
CH-02-00668,Northwind Services 056,D095,Warranty claim,16/02/2026,26/02/2026,562.60,Email
CH-02-00669,Adventure Works Retail 063,D050,Delivery enquiry,25/02/2026,01/03/2026,248.20,Phone
CH-02-00670,Fabrikam Digital 070,D018,Account access,20/02/2026,01/03/2026,617.40,Email
CH-02-00671,Contoso Research 077,D049,Delivery enquiry,20/02/2026,22/02/2026,292.00,Web
CH-02-00672,Northwind Logistics 084,D062,Warranty claim,16/02/2026,17/02/2026,101.00,Web
CH-02-00673,Adventure Works Analytics 091,D027,Technical support,19/02/2026,22/02/2026,646.50,Web
CH-02-00674,Fabrikam Services 098,D049,Account access,24/02/2026,06/03/2026,698.00,Email
CH-02-00675,Contoso Retail 105,D073,Delivery enquiry,04/02/2026,09/02/2026,86.40,Web
CH-02-00676,Northwind Digitl 112,D061,Product return,25/02/2026,05/03/2026,511.10,Web
CH-02-00677,Adventure Works Research 119,D087,Account access,05/02/2026,08/02/2026,135.20,Web
CH-02-00678,Fabrikam Logistics 126,D098,Technical support,14/02/2026,24/02/2026,22.70,Web
CH-02-00679,Contoso Analytics 133,D070,Delivery enquiry,03/02/2026,07/02/2026,704.00,Phone
CH-02-00680,Northwind Services 140,D032,Warranty claim,05/02/2026,10/02/2026,139.80,Web
CH-02-00681,Adventure Works Retial 147,D099,Product return,06/02/2026,10/02/2026,696.00,Phone
CH-02-00682,Fabrikam Digital 154,D110,Product return,14/02/2026,22/02/2026,288.60,Web
CH-02-00683,Unregistered Partner 71,D007,Product return,11/02/2026,20/02/2026,728.60,Phone
CH-02-00684,Northwind Logistics 168,D028,Delivery enquiry,27/02/2026,28/02/2026,536.20,Web
CH-02-00685,Adventure Works Analytics 175,D053,Warranty claim,03/02/2026,,319.90,Phone
CH-02-00686,Fabrikam Srvcs 182,D085,Technical support,01/02/2026,09/02/2026,471.00,Email
CH-02-00687,Contoso Retail 189,D057,Account access,15/02/2026,26/02/2026,456.30,Phone
CH-02-00688,Northwind Digital 196,D089,Technical support,16/02/2026,27/02/2026,243.60,Phone
CH-02-00689,Adventure Works Research 203,D034,Warranty claim,04/02/2026,16/02/2026,701.90,Email
CH-02-00690,Fabrikam Logistics 210,D013,Technical support,18/02/2026,20/02/2026,79.90,Phone
CH-02-00691,Contoso Analytcs 217,D077,Warranty claim,07/02/2026,17/02/2026,710.90,Email
CH-02-00692,Oxford University Press,D051,Warranty claim,13/02/2026,21/02/2026,426.50,Web
CH-02-00693,Adventure Works Research 011,D076,Account access,12/02/2026,23/02/2026,692.70,Web
CH-02-00694,Fabrikam Logistics 018,D105,Account access,11/02/2026,20/02/2026,721.60,Email
CH-02-00695,Contoso Analytics 025,D001,Technical support,09/02/2026,18/02/2026,709.10,Web
CH-02-00696,Northwind Srvcs 032,D085,Delivery enquiry,11/02/2026,20/02/2026,35.90,Email
CH-02-00697,Adventure Works Retail 039,D022,Product return,02/02/2026,10/02/2026,701.50,Email
CH-02-00698,Fabrikam Digital 046,D058,Product return,08/02/2026,14/02/2026,327.90,Phone
CH-02-00699,Contoso Research 053,D046,Product return,07/02/2026,12/02/2026,446.10,Email
CH-02-00700,Northwind Logistics 060,D001,Delivery enquiry,15/02/2026,18/02/2026,274.40,Phone
