RequestID,OrganisationEntered,DepartmentID,RequestType,RequestedDateText,CompletedDateText,CostGBP,Channel
CH-01-00570,Adventure Works Retail 027,D069,Warranty claim,01/27/2026,01/31/2026,52.10,Phone
CH-01-00571,Fabrikam Digitl 034,D025,Warranty claim,01/25/2026,,804.90,Web
CH-01-00572,Contoso Research 041,D007,Delivery enquiry,01/14/2026,01/15/2026,451.80,Email
CH-01-00573,Northwind Logistics 048,D078,Account access,01/25/2026,02/03/2026,631.60,Phone
CH-01-00574,Adventure Works Analytics 055,D073,Technical support,01/23/2026,02/03/2026,826.80,Web
CH-01-00575,Fabrikam Services 062,D054,Account access,01/27/2026,01/28/2026,479.60,Email
CH-01-00576,Contoso Retial 069,D083,Product return,01/24/2026,02/05/2026,529.80,Email
CH-01-00577,Northwind Digital 076,D106,Product return,01/29/2026,02/01/2026,320.70,Web
CH-01-00578,Adventure Works Research 083,D014,Warranty claim,01/18/2026,01/24/2026,275.30,Phone
CH-01-00579,Fabrikam Logistics 090,D037,Delivery enquiry,01/09/2026,01/15/2026,229.70,Web
CH-01-00580,Contoso Analytics 097,D094,Account access,01/23/2026,01/30/2026,415.20,Phone
CH-01-00581,Northwind Srvcs 104,D022,Warranty claim,01/14/2026,01/22/2026,690.20,Web
CH-01-00582,Adventure Works Retail 111,D019,Product return,01/25/2026,02/01/2026,627.00,Web
CH-01-00583,Fabrikam Digital 118,D094,Account access,01/09/2026,01/19/2026,167.30,Web
CH-01-00584,Contoso Research 125,D082,Account access,01/04/2026,01/05/2026,197.70,Phone
CH-01-00585,Northwind Logistics 132,D026,Warranty claim,01/18/2026,01/27/2026,645.80,Phone
CH-01-00586,Adventure Works Analytcs 139,D015,Account access,01/27/2026,02/03/2026,465.10,Web
CH-01-00587,Fabrikam Services 146,D097,Warranty claim,01/22/2026,02/03/2026,117.90,Web
CH-01-00588,Contoso Retail 153,D095,Delivery enquiry,01/04/2026,01/08/2026,265.30,Phone
CH-01-00589,Northwind Digital 160,D062,Technical support,01/12/2026,01/20/2026,781.20,Web
CH-01-00590,Unregistered Partner 77,D089,Warranty claim,01/27/2026,,136.70,Web
CH-01-00591,Fabrikam Logistics 174,D048,Delivery enquiry,01/29/2026,02/08/2026,696.10,Web
CH-01-00592,Contoso Analytics 181,D039,Warranty claim,01/26/2026,02/02/2026,23.60,Email
CH-01-00593,Northwind Services 188,D023,Technical support,01/15/2026,01/23/2026,847.00,Web
CH-01-00594,Adventure Works Retail 195,D001,Technical support,01/22/2026,01/30/2026,533.30,Email
CH-01-00595,Fabrikam Digital 202,D061,Technical support,01/08/2026,01/17/2026,113.60,Email
CH-01-00596,Contoso Research 209,D104,Account access,01/07/2026,01/09/2026,754.80,Web
CH-01-00597,Northwind Logistics 216,D083,Technical support,01/11/2026,01/12/2026,615.60,Phone
CH-01-00598,Imperial College London,D008,Technical support,01/11/2026,01/23/2026,419.20,Email
CH-01-00599,Fabrikam Digital 010,D022,Delivery enquiry,01/10/2026,01/16/2026,91.50,Web
CH-01-00600,Contoso Research 017,D106,Delivery enquiry,01/14/2026,01/16/2026,475.50,Email
CH-01-00601,Northwind Logistics 024,D028,Warranty claim,01/27/2026,02/02/2026,499.60,Phone
CH-01-00602,Adventure Works Analytics 031,D005,Account access,01/29/2026,02/03/2026,431.40,Email
CH-01-00603,Fabrikam Services 038,D049,Product return,01/22/2026,01/31/2026,776.70,Email
CH-01-00604,Contoso Retail 045,D058,Warranty claim,01/27/2026,02/05/2026,479.50,Web
CH-01-00605,Northwind Digital 052,D041,Delivery enquiry,01/04/2026,01/16/2026,780.60,Email
CH-01-00606,Adventure Works Research 059,D009,Technical support,01/17/2026,01/26/2026,677.30,Phone
CH-01-00607,Fabrikam Logistics 066,D109,Technical support,01/26/2026,02/03/2026,811.00,Phone
CH-01-00608,Contoso Analytics 073,D028,Account access,01/03/2026,01/14/2026,581.20,Web
CH-01-00609,Northwind Services 080,D087,Account access,01/05/2026,,596.10,Web
CH-01-00610,Adventure Works Retail 087,D090,Warranty claim,01/22/2026,01/26/2026,41.50,Phone
CH-01-00611,Fabrikam Digitl 094,D025,Delivery enquiry,01/05/2026,01/13/2026,693.50,Phone
CH-01-00612,Contoso Research 101,D009,Warranty claim,01/30/2026,02/08/2026,105.20,Email
CH-01-00613,Northwind Logistics 108,D084,Product return,01/16/2026,01/20/2026,550.30,Web
CH-01-00614,Adventure Works Analytics 115,D071,Account access,01/31/2026,02/07/2026,306.70,Web
CH-01-00615,Fabrikam Services 122,D081,Warranty claim,01/20/2026,01/21/2026,131.00,Phone
CH-01-00616,Contoso Retial 129,D073,Technical support,01/20/2026,01/29/2026,146.50,Email
CH-01-00617,Northwind Digital 136,D006,Delivery enquiry,01/29/2026,02/05/2026,89.30,Email
CH-01-00618,Adventure Works Research 143,D046,Warranty claim,01/05/2026,01/15/2026,411.10,Phone
CH-01-00619,Fabrikam Logistics 150,D095,Warranty claim,01/31/2026,02/12/2026,172.40,Web
CH-01-00620,Contoso Analytics 157,D066,Product return,01/17/2026,01/21/2026,241.90,Phone
CH-01-00621,Unregistered Partner 74,D012,Warranty claim,01/06/2026,01/10/2026,673.20,Web
CH-01-00622,Adventure Works Retail 171,D075,Product return,01/14/2026,01/17/2026,107.30,Email
CH-01-00623,Fabrikam Digital 178,D042,Delivery enquiry,01/14/2026,01/25/2026,303.80,Web
CH-01-00624,Contoso Research 185,D035,Technical support,01/25/2026,02/03/2026,796.00,Email
CH-01-00625,Northwind Logistics 192,D015,Product return,01/30/2026,02/06/2026,33.10,Email
CH-01-00626,Adventure Works Analytcs 199,D084,Product return,01/17/2026,01/23/2026,516.80,Phone
CH-01-00627,Fabrikam Services 206,D041,Delivery enquiry,01/23/2026,02/04/2026,796.90,Email
CH-01-00628,Contoso Retail 213,D111,Warranty claim,01/11/2026,,588.50,Web
CH-01-00629,Northwind Digital 220,D007,Warranty claim,01/23/2026,02/02/2026,384.00,Web
CH-01-00630,Fabrikam Retail Group,D088,Account access,01/11/2026,01/23/2026,726.30,Email
CH-01-00631,Fabrikam Srvcs 014,D076,Product return,01/05/2026,01/16/2026,64.40,Phone
CH-01-00632,Contoso Retail 021,D069,Warranty claim,01/15/2026,01/17/2026,403.30,Phone
CH-01-00633,Northwind Digital 028,D070,Product return,01/20/2026,01/30/2026,62.60,Phone
CH-01-00634,Adventure Works Research 035,D063,Technical support,01/05/2026,01/14/2026,842.90,Phone
CH-01-00635,Fabrikam Logistics 042,D005,Warranty claim,01/07/2026,01/12/2026,52.00,Email
CH-01-00636,Contoso Analytcs 049,D100,Account access,01/31/2026,02/04/2026,158.50,Phone
CH-01-00637,Northwind Services 056,D006,Account access,01/09/2026,01/16/2026,731.80,Phone
CH-01-00638,Adventure Works Retail 063,D057,Warranty claim,01/21/2026,01/23/2026,521.20,Web
CH-01-00639,Fabrikam Digital 070,D060,Technical support,01/22/2026,01/26/2026,226.80,Phone
CH-01-00640,Contoso Research 077,D066,Technical support,01/16/2026,01/17/2026,312.00,Phone
CH-01-00641,Northwind Logistics 084,D105,Delivery enquiry,01/15/2026,01/21/2026,405.10,Email
CH-01-00642,Adventure Works Analytics 091,D079,Delivery enquiry,01/07/2026,01/16/2026,175.80,Phone
CH-01-00643,Fabrikam Services 098,D029,Delivery enquiry,01/29/2026,02/02/2026,470.40,Phone
CH-01-00644,Contoso Retail 105,D032,Delivery enquiry,01/21/2026,01/23/2026,19.00,Phone
CH-01-00645,Northwind Digital 112,D069,Warranty claim,01/29/2026,02/04/2026,761.40,Phone
CH-01-00646,Adventure Works Research 119,D064,Delivery enquiry,01/01/2026,01/02/2026,326.10,Web
CH-01-00647,Fabrikam Logistics 126,D053,Delivery enquiry,01/08/2026,,820.80,Phone
CH-01-00648,Contoso Analytics 133,D086,Product return,01/21/2026,01/25/2026,174.30,Phone
CH-01-00649,Northwind Services 140,D069,Delivery enquiry,01/03/2026,01/10/2026,554.90,Phone
CH-01-00650,Adventure Works Retail 147,D021,Delivery enquiry,01/06/2026,01/14/2026,628.00,Phone
CH-01-00651,Fabrikam Digitl 154,D071,Delivery enquiry,01/05/2026,01/08/2026,671.30,Web
CH-01-00652,Unregistered Partner 71,D095,Account access,01/21/2026,01/29/2026,529.70,Email
CH-01-00653,Northwind Logistics 168,D081,Technical support,01/12/2026,01/15/2026,241.20,Web
CH-01-00654,Adventure Works Analytics 175,D082,Product return,01/31/2026,02/09/2026,466.00,Phone
CH-01-00655,Fabrikam Services 182,D013,Warranty claim,01/11/2026,01/17/2026,726.70,Email
CH-01-00656,Contoso Retial 189,D103,Product return,01/14/2026,01/22/2026,340.50,Email
CH-01-00657,Northwind Digital 196,D075,Warranty claim,01/28/2026,01/30/2026,746.60,Web
CH-01-00658,Adventure Works Research 203,D064,Delivery enquiry,01/23/2026,01/30/2026,303.10,Phone
CH-01-00659,Fabrikam Logistics 210,D068,Delivery enquiry,01/11/2026,01/13/2026,775.70,Web
CH-01-00660,Contoso Analytics 217,D038,Product return,01/14/2026,01/23/2026,132.70,Email
CH-01-00661,Oxford Univ Press,D032,Product return,01/08/2026,01/16/2026,543.80,Web
CH-01-00662,Adventure Works Research 011,D054,Account access,01/28/2026,02/08/2026,109.50,Web
CH-01-00663,Fabrikam Logistics 018,D051,Product return,01/02/2026,01/11/2026,672.00,Web
CH-01-00664,Contoso Analytics 025,D109,Warranty claim,01/11/2026,01/13/2026,734.50,Web
CH-01-00665,Northwind Services 032,D066,Account access,01/18/2026,01/27/2026,132.00,Phone
CH-01-00666,Adventure Works Retial 039,D063,Warranty claim,01/29/2026,,462.40,Phone
CH-01-00667,Fabrikam Digital 046,D050,Product return,01/06/2026,01/18/2026,615.50,Web
CH-01-00668,Contoso Research 053,D037,Account access,01/13/2026,01/16/2026,522.30,Web
CH-01-00669,Northwind Logistics 060,D046,Delivery enquiry,01/10/2026,01/20/2026,415.80,Web
CH-01-00670,Adventure Works Analytics 067,D080,Account access,01/18/2026,01/25/2026,31.60,Phone
CH-01-00671,Fabrikam Srvcs 074,D086,Warranty claim,01/07/2026,01/15/2026,264.50,Web
CH-01-00672,Contoso Retail 081,D008,Product return,01/23/2026,01/31/2026,745.70,Email
CH-01-00673,Northwind Digital 088,D083,Delivery enquiry,01/10/2026,01/11/2026,266.60,Web
CH-01-00674,Adventure Works Research 095,D043,Delivery enquiry,01/09/2026,01/17/2026,594.60,Email
CH-01-00675,Fabrikam Logistics 102,D065,Warranty claim,01/25/2026,02/06/2026,649.50,Email
CH-01-00676,Contoso Analytcs 109,D081,Technical support,01/17/2026,01/27/2026,207.50,Phone
CH-01-00677,Northwind Services 116,D043,Delivery enquiry,01/28/2026,01/29/2026,699.70,Email
CH-01-00678,Adventure Works Retail 123,D075,Account access,01/06/2026,01/09/2026,334.70,Phone
CH-01-00679,Fabrikam Digital 130,D066,Account access,01/04/2026,01/08/2026,245.70,Phone
CH-01-00680,Contoso Research 137,D025,Product return,01/27/2026,02/08/2026,498.00,Email
CH-01-00681,Northwind Logistics 144,D023,Warranty claim,01/17/2026,01/24/2026,263.10,Phone
CH-01-00682,Adventure Works Analytics 151,D081,Account access,01/05/2026,01/16/2026,168.10,Phone
CH-01-00683,Unregistered Partner 68,D006,Technical support,01/15/2026,01/20/2026,224.60,Email
CH-01-00684,Contoso Retail 165,D097,Warranty claim,01/01/2026,01/05/2026,619.90,Phone
CH-01-00685,Northwind Digital 172,D035,Warranty claim,01/19/2026,,389.10,Email
CH-01-00686,Adventure Works Research 179,D057,Technical support,01/18/2026,01/23/2026,661.10,Web
CH-01-00687,Fabrikam Logistics 186,D009,Delivery enquiry,01/15/2026,01/23/2026,88.40,Email
CH-01-00688,Contoso Analytics 193,D100,Product return,01/28/2026,02/02/2026,148.20,Web
CH-01-00689,Northwind Services 200,D081,Product return,01/03/2026,01/14/2026,113.50,Phone
CH-01-00690,Adventure Works Retail 207,D021,Account access,01/08/2026,01/10/2026,15.50,Email
CH-01-00691,Fabrikam Digitl 214,D077,Warranty claim,01/25/2026,02/06/2026,792.00,Email
CH-01-00692,University of Oxford,D026,Delivery enquiry,01/07/2026,01/15/2026,844.20,Web
CH-01-00693,Adventure Works UK,D003,Account access,01/01/2026,01/04/2026,388.90,Phone
CH-01-00694,Adventure Works Retail 015,D079,Technical support,01/06/2026,01/18/2026,267.80,Web
CH-01-00695,Fabrikam Digital 022,D062,Warranty claim,01/09/2026,01/21/2026,748.60,Email
CH-01-00696,Contoso Research 029,D008,Warranty claim,01/04/2026,01/08/2026,540.40,Phone
CH-01-00697,Northwind Logistics 036,D025,Product return,01/02/2026,01/12/2026,194.70,Phone
CH-01-00698,Adventure Works Analytics 043,D004,Delivery enquiry,01/20/2026,01/27/2026,652.70,Phone
CH-01-00699,Fabrikam Services 050,D012,Delivery enquiry,01/22/2026,01/27/2026,453.80,Phone
CH-01-00700,Contoso Retail 057,D015,Account access,01/15/2026,01/22/2026,706.80,Web
